pair_id,crop,member_a,member_b,n_imgs_total,lookalike_prior,web_checked,web_verified,confirmed,clip_scored,matched_cross_knn,clip_lane_hint,needs_web
sweet-potato__southern-blight__streptomyces-soil-rot,Sweet Potato,Southern Blight,Streptomyces Soil Rot,98,4.1,True,True,True,True,0.127,image_decisive,False
lemon__green-mold__whisker-mold,Lemon,Green Mold,Whisker Mold,56,4.1,True,False,False,True,0.225,image_ambiguous,False
cucumber__anthracnose__pythium-diseases,Cucumber,Anthracnose,Pythium Diseases,147,4.1,True,True,True,True,0.0222,image_decisive,False
cucumber__corynespora-leaf-spot__phytophthora-blight,Cucumber,Corynespora Leaf Spot,Phytophthora Blight,109,4.1,True,False,False,True,0.0527,image_decisive,False
cucumber__cucurbit-downy-mildew__rhizoctonia-damping-off--blight-and-rot,Cucumber,Cucurbit Downy Mildew,"Rhizoctonia Damping-Off, Blight And Rot",303,4.1,True,False,False,True,0.0,image_decisive,False
cucumber__gummy-stem-blight__phytophthora-blight,Cucumber,Gummy Stem Blight,Phytophthora Blight,103,4.1,True,True,True,True,0.1449,image_decisive,False
cucumber__gummy-stem-blight__pythium-diseases,Cucumber,Gummy Stem Blight,Pythium Diseases,48,4.1,True,False,False,True,0.0675,image_decisive,False
cucumber__phytophthora-blight__rhizoctonia-damping-off--blight-and-rot,Cucumber,Phytophthora Blight,"Rhizoctonia Damping-Off, Blight And Rot",95,4.1,True,True,True,True,0.0288,image_decisive,False
cucumber__powdery-mildew__pythium-diseases,Cucumber,Powdery Mildew,Pythium Diseases,36,4.1,True,False,False,True,0.05,image_decisive,False
cucumber__pythium-diseases__rhizoctonia-damping-off--blight-and-rot,Cucumber,Pythium Diseases,"Rhizoctonia Damping-Off, Blight And Rot",40,4.1,True,True,True,True,0.105,image_decisive,False
wheat__fusarium-wilts--blights--rots-and-damping-off__loose-smut-of-wheat-or-barley,Wheat,"Fusarium Wilts, Blights, Rots And Damping-Off",Loose Smut Of Wheat Or Barley,50,4.1,True,False,False,True,0.0909,image_decisive,False
wheat__fusarium-wilts--blights--rots-and-damping-off__powdery-mildew,Wheat,"Fusarium Wilts, Blights, Rots And Damping-Off",Powdery Mildew,70,4.1,True,False,False,False,,,False
wheat__fusarium-wilts--blights--rots-and-damping-off__stripe-rust,Wheat,"Fusarium Wilts, Blights, Rots And Damping-Off",Stripe Rust,66,4.1,True,False,False,True,0.1176,image_decisive,False
wheat__fusarium-wilts--blights--rots-and-damping-off__tan-spot,Wheat,"Fusarium Wilts, Blights, Rots And Damping-Off",Tan Spot,49,4.1,True,False,False,True,0.0811,image_decisive,False
wheat__fusarium-wilts--blights--rots-and-damping-off__wheat-leaf-rust,Wheat,"Fusarium Wilts, Blights, Rots And Damping-Off",Wheat Leaf Rust,55,4.1,True,False,False,True,0.0294,image_decisive,False
wheat__fusarium-wilts--blights--rots-and-damping-off__zymoseptoria-tritici,Wheat,"Fusarium Wilts, Blights, Rots And Damping-Off",Zymoseptoria Tritici,79,4.1,True,False,False,True,0.0789,image_decisive,False
wheat__loose-smut-of-wheat-or-barley__parastagonospora-nodorum,Wheat,Loose Smut Of Wheat Or Barley,Parastagonospora Nodorum,38,4.1,True,False,False,True,0.0791,image_decisive,False
wheat__loose-smut-of-wheat-or-barley__wheat-stem-rust,Wheat,Loose Smut Of Wheat Or Barley,Wheat Stem Rust,36,4.1,True,False,False,True,0.1987,image_decisive,False
common-bean__dry-bean-rust__sclerotinia-timber-rot,Common Bean,Dry Bean Rust,Sclerotinia Timber Rot,33,4.1,True,False,False,True,0.0,image_decisive,False
dogwood__dogwood-anthracnose__powdery-mildew,Dogwood,Dogwood Anthracnose,Powdery Mildew,39,4.1,True,True,True,True,0.1538,image_decisive,False
maple__anthracnose__maple-cankers,Maple,Anthracnose,Maple Cankers,47,4.1,True,False,False,True,0.0286,image_decisive,False
creeping-bentgrass__anthracnose__dollar-spot,Creeping Bentgrass,Anthracnose,Dollar Spot,26,4.1,True,False,False,True,0.1751,image_decisive,False
plum-and-cherry__black-knot__blumeriella-leaf-spot-of-cherry-and-plum,Plum and Cherry,Black Knot,Blumeriella Leaf Spot Of Cherry And Plum,46,4.1,True,False,False,True,0.0,image_decisive,False
plum-and-cherry__black-knot__brown-rots,Plum and Cherry,Black Knot,Brown Rots,43,4.1,True,False,False,True,0.0,image_decisive,False
cultivated-garlic__alternaria-embellisia-togashi__gray-molds,Cultivated Garlic,Alternaria Embellisia Togashi,Gray Molds,31,4.1,True,False,False,True,0.2414,image_ambiguous,False
cultivated-garlic__alternaria-embellisia-togashi__onion-rust,Cultivated Garlic,Alternaria Embellisia Togashi,Onion Rust,29,4.1,True,False,False,True,0.1111,image_decisive,False
cultivated-garlic__alternaria-embellisia-togashi__white-rot,Cultivated Garlic,Alternaria Embellisia Togashi,White Rot,27,4.1,True,False,False,True,0.0526,image_decisive,False
cultivated-garlic__gray-molds__onion-rust,Cultivated Garlic,Gray Molds,Onion Rust,34,4.1,True,False,False,True,0.0294,image_decisive,False
highbush-blueberry__anthracnose__mummy-berry,Highbush Blueberry,Anthracnose,Mummy Berry,78,4.1,True,False,False,True,0.025,image_decisive,False
highbush-blueberry__anthracnose__twig-canker,Highbush Blueberry,Anthracnose,Twig Canker,31,4.1,True,True,True,True,0.2333,image_ambiguous,False
highbush-blueberry__phomopsis-cankers-and-twig-blights__twig-canker,Highbush Blueberry,Phomopsis Cankers And Twig Blights,Twig Canker,27,4.1,True,False,False,True,0.2222,image_ambiguous,False
common-sunflower__rust__sclerotinia-timber-rot,Common Sunflower,Rust,Sclerotinia Timber Rot,36,4.1,True,False,False,True,0.0,image_decisive,False
tomato__anthracnose__sclerotinia-timber-rot,Tomato,Anthracnose,Sclerotinia Timber Rot,32,4.0,True,False,False,True,0.0909,image_decisive,False
tomato__rhizopus-soft-rots__sclerotinia-timber-rot,Tomato,Rhizopus Soft Rots,Sclerotinia Timber Rot,34,4.0,True,False,False,True,0.125,image_decisive,False
pepper__alternaria-black-molds---stem-cankers__phytophthora-blight,Pepper,Alternaria Black Molds / Stem Cankers,Phytophthora Blight,102,4.0,True,False,False,False,,,False
pepper__alternaria-black-molds---stem-cankers__southern-blight,Pepper,Alternaria Black Molds / Stem Cankers,Southern Blight,40,4.0,True,False,False,True,0.0625,image_decisive,False
soybean__downy-mildew__taproot-decline-on-soybean,Soybean,Downy Mildew,Taproot Decline On Soybean,49,4.0,True,False,False,True,0.0,image_decisive,False
soybean__genus-diaporthe__taproot-decline-on-soybean,Soybean,Genus Diaporthe,Taproot Decline On Soybean,26,4.0,True,True,True,True,0.0455,image_decisive,False
soybean__root-and-stem-rot__southern-blight,Soybean,Root And Stem Rot,Southern Blight,35,4.0,True,False,False,True,0.1304,image_decisive,False
soybean__root-and-stem-rot__taproot-decline-on-soybean,Soybean,Root And Stem Rot,Taproot Decline On Soybean,30,4.0,True,False,False,True,0.0385,image_decisive,False
soybean__sclerotinia-timber-rot__southern-blight,Soybean,Sclerotinia Timber Rot,Southern Blight,78,4.0,True,True,True,True,0.0417,image_decisive,False
soybean__sclerotinia-timber-rot__soybean-rust,Soybean,Sclerotinia Timber Rot,Soybean Rust,91,4.0,True,False,False,True,0.0,image_decisive,False
soybean__sclerotinia-timber-rot__taproot-decline-on-soybean,Soybean,Sclerotinia Timber Rot,Taproot Decline On Soybean,73,4.0,True,False,False,False,,,False
melon__alternaria-leaf-blight__monosporascus-root-rot,Melon,Alternaria Leaf Blight,Monosporascus Root Rot,90,4.0,True,False,False,True,0.0148,image_decisive,False
melon__alternaria-leaf-blight__powdery-mildew,Melon,Alternaria Leaf Blight,Powdery Mildew,66,4.0,True,False,False,True,0.0,image_decisive,False
melon__anthracnose__monosporascus-root-rot,Melon,Anthracnose,Monosporascus Root Rot,68,4.0,True,False,False,True,0.0169,image_decisive,False
melon__anthracnose__powdery-mildew,Melon,Anthracnose,Powdery Mildew,44,4.0,True,False,False,True,0.0357,image_decisive,False
melon__bacterial-wilt__monosporascus-root-rot,Melon,Bacterial Wilt,Monosporascus Root Rot,54,4.0,True,False,False,True,0.0,image_decisive,False
melon__cucurbit-downy-mildew__powdery-mildew,Melon,Cucurbit Downy Mildew,Powdery Mildew,48,4.0,True,True,True,True,0.1752,image_decisive,False
melon__gummy-stem-blight__monosporascus-root-rot,Melon,Gummy Stem Blight,Monosporascus Root Rot,90,4.0,True,False,False,True,0.0627,image_decisive,False
melon__gummy-stem-blight__powdery-mildew,Melon,Gummy Stem Blight,Powdery Mildew,66,4.0,True,False,False,True,0.0857,image_decisive,False
melon__powdery-mildew__sour-rot,Melon,Powdery Mildew,Sour Rot,44,4.0,True,False,False,True,0.0,image_decisive,False
rhododendrons-and-azaleas__guignardia-blotch__leaf-and-flower-gall,Rhododendrons And Azaleas,Guignardia Blotch,Leaf And Flower Gall,25,4.0,True,False,False,False,,,False
rhododendrons-and-azaleas__leaf-and-flower-gall__pestalotiopsis-leaf-spot,Rhododendrons And Azaleas,Leaf And Flower Gall,Pestalotiopsis Leaf Spot,29,4.0,True,False,False,False,,,False
oak__bacterial-leaf-scorch__coryneum-twig-blight,Oak,Bacterial Leaf Scorch,Coryneum Twig Blight,27,4.0,True,False,False,True,0.0,image_decisive,False
oak__bacterial-leaf-scorch__oak-leaf-blister,Oak,Bacterial Leaf Scorch,Oak Leaf Blister,29,4.0,True,False,False,True,0.0,image_decisive,False
oak__botryosphaeria-rots-and-cankers__oak-wilt,Oak,Botryosphaeria Rots And Cankers,Oak Wilt,53,4.0,True,True,True,True,0.0,image_decisive,False
pecan__diplodia-fungus__pecan-scab,Pecan,Diplodia Fungus,Pecan Scab,41,4.0,True,False,False,True,0.0,image_decisive,False
lettuce__gray-mold__powdery-mildew,Lettuce,Gray Mold,Powdery Mildew,66,4.0,True,False,False,True,0.0189,image_decisive,False
lettuce__gray-mold__sclerotinia-stem-rot,Lettuce,Gray Mold,Sclerotinia Stem Rot,34,4.0,True,True,True,True,0.0,image_decisive,False
lettuce__powdery-mildew__rhizoctonia-damping-off--blight-and-rot,Lettuce,Powdery Mildew,"Rhizoctonia Damping-Off, Blight And Rot",56,4.0,True,False,False,False,,,False
lettuce__powdery-mildew__southern-blight,Lettuce,Powdery Mildew,Southern Blight,57,4.0,True,False,False,True,0.0,image_decisive,False
lettuce__rhizoctonia-damping-off--blight-and-rot__sclerotinia-stem-rot,Lettuce,"Rhizoctonia Damping-Off, Blight And Rot",Sclerotinia Stem Rot,24,4.0,True,False,False,False,,,False
lettuce__sclerotinia-stem-rot__southern-blight,Lettuce,Sclerotinia Stem Rot,Southern Blight,25,4.0,True,True,True,True,0.0,image_decisive,False
wheat__fusarium-wilts--blights--rots-and-damping-off__parastagonospora-nodorum,Wheat,"Fusarium Wilts, Blights, Rots And Damping-Off",Parastagonospora Nodorum,46,4.0,True,True,True,True,0.1143,image_decisive,False
plum-and-cherry__black-knot__phloeosporella-fungus,Plum and Cherry,Black Knot,Phloeosporella Fungus,33,4.0,True,False,False,False,,,False
highbush-blueberry__blueberry-leaf-rust__mummy-berry,Highbush Blueberry,Blueberry Leaf Rust,Mummy Berry,77,4.0,True,False,False,True,0.0,image_decisive,False
soybean__root-and-stem-rot__septoria-leaf-spot,Soybean,Root And Stem Rot,Septoria Leaf Spot,28,3.5,True,False,False,True,0.1538,image_decisive,False
soybean__cercospora-blight__septoria-leaf-spot,Soybean,Cercospora Blight,Septoria Leaf Spot,66,3.4,True,False,False,True,0.0,image_decisive,False
soybean__sclerotinia-timber-rot__septoria-leaf-spot,Soybean,Sclerotinia Timber Rot,Septoria Leaf Spot,71,3.4,True,False,False,False,,,False
corn__corn-smut__northern-corn-leaf-blight,Corn,Corn Smut,Northern Corn Leaf Blight,94,3.4,True,False,False,True,0.0377,image_decisive,False
tomato__bacterial-canker-and-wilt-of-tomato__early-blight,Tomato,Bacterial Canker And Wilt Of Tomato,Early Blight,68,3.3,True,True,True,True,0.0909,image_decisive,False
tomato__bacterial-canker-and-wilt-of-tomato__southern-blight,Tomato,Bacterial Canker And Wilt Of Tomato,Southern Blight,56,3.3,True,False,False,True,0.0513,image_decisive,False
soybean__frogeye-leaf-spot__septoria-leaf-spot,Soybean,Frogeye Leaf Spot,Septoria Leaf Spot,35,3.3,True,True,True,True,0.2414,image_ambiguous,False
soybean__genus-diaporthe__septoria-leaf-spot,Soybean,Genus Diaporthe,Septoria Leaf Spot,24,3.3,True,False,False,True,0.1364,image_decisive,False
corn__common-corn-rust__fusarium-graminearum-schwabe,Corn,Common Corn Rust,Fusarium Graminearum Schwabe,27,3.3,True,False,False,True,0.1154,image_decisive,False
corn__common-corn-rust__northern-corn-leaf-blight,Corn,Common Corn Rust,Northern Corn Leaf Blight,47,3.3,True,False,False,False,,,False
corn__fusarium-graminearum-schwabe__goss--bacterial-wilt,Corn,Fusarium Graminearum Schwabe,Goss' Bacterial Wilt,29,3.3,True,False,False,False,,,False
corn__fusarium-graminearum-schwabe__southern-corn-rust,Corn,Fusarium Graminearum Schwabe,Southern Corn Rust,28,3.3,True,False,False,True,0.1154,image_decisive,False
corn__fusarium-graminearum-schwabe__white-ear-rot-and-seedling-blight-of-maize,Corn,Fusarium Graminearum Schwabe,White Ear Rot And Seedling Blight Of Maize,39,3.3,True,False,False,True,0.4,image_ambiguous,False
corn__goss--bacterial-wilt__northern-corn-leaf-blight,Corn,Goss' Bacterial Wilt,Northern Corn Leaf Blight,49,3.3,True,True,True,True,0.1702,image_decisive,False
corn__northern-corn-leaf-blight__white-ear-rot-and-seedling-blight-of-maize,Corn,Northern Corn Leaf Blight,White Ear Rot And Seedling Blight Of Maize,59,3.3,True,False,False,True,0.1081,image_decisive,False
hosta__hosta-virus-x__tobacco-rattle-virus,Hosta,Hosta Virus X,Tobacco Rattle Virus,39,3.3,True,True,True,True,0.2105,image_ambiguous,False
tomato__bacterial-canker-and-wilt-of-tomato__gray-mold,Tomato,Bacterial Canker And Wilt Of Tomato,Gray Mold,42,3.2,True,False,False,True,0.2258,image_ambiguous,False
tomato__bacterial-canker-and-wilt-of-tomato__late-blight,Tomato,Bacterial Canker And Wilt Of Tomato,Late Blight,139,3.2,True,False,False,True,0.0678,image_decisive,False
tomato__bacterial-canker-and-wilt-of-tomato__phytophthora-blight,Tomato,Bacterial Canker And Wilt Of Tomato,Phytophthora Blight,58,3.2,True,True,True,True,0.0741,image_decisive,False
tomato__bacterial-canker-and-wilt-of-tomato__tomato-leaf-mould,Tomato,Bacterial Canker And Wilt Of Tomato,Tomato Leaf Mould,59,3.2,True,False,False,True,0.1053,image_decisive,False
tomato__bacterial-speck-of-tomato__bacterial-wilt,Tomato,Bacterial Speck Of Tomato,Bacterial Wilt,31,3.2,True,False,False,True,0.0,image_decisive,False
tomato__bacterial-speck-of-tomato__southern-bacterial-wilt,Tomato,Bacterial Speck Of Tomato,Southern Bacterial Wilt,34,3.2,True,False,False,True,0.0323,image_decisive,False
tomato__cucumber-mosaic-virus__tomato-spotted-wilt-virus,Tomato,Cucumber Mosaic Virus,Tomato Spotted Wilt Virus,142,3.2,True,False,False,True,0.0169,image_decisive,False
tomato__early-blight__phytophthora-blight,Tomato,Early Blight,Phytophthora Blight,86,3.2,True,False,False,True,0.0517,image_decisive,False
tomato__late-blight__phytophthora-blight,Tomato,Late Blight,Phytophthora Blight,157,3.2,True,True,True,True,0.0274,image_decisive,False
tomato__phytophthora-blight__southern-blight,Tomato,Phytophthora Blight,Southern Blight,74,3.2,True,False,False,True,0.0189,image_decisive,False
pepper__phytophthora-blight__tomato-spotted-wilt-virus,Pepper,Phytophthora Blight,Tomato Spotted Wilt Virus,156,3.2,True,False,False,True,0.0588,image_decisive,False
soybean__bean-pod-mottle-virus__soybean-vein-necrosis-virus,Soybean,Bean Pod Mottle Virus,Soybean Vein Necrosis Virus,35,3.2,True,False,False,True,0.0857,image_decisive,False
soybean__charcoal-rot__septoria-leaf-spot,Soybean,Charcoal Rot,Septoria Leaf Spot,38,3.2,True,False,False,True,0.037,image_decisive,False
soybean__downy-mildew__septoria-leaf-spot,Soybean,Downy Mildew,Septoria Leaf Spot,47,3.2,True,True,True,True,0.0976,image_decisive,False
melon__alternaria-leaf-blight__phytophthora-blight,Melon,Alternaria Leaf Blight,Phytophthora Blight,99,3.2,True,False,False,True,0.0145,image_decisive,False
oak__anthracnose__oak-leaf-blister,Oak,Anthracnose,Oak Leaf Blister,26,3.2,True,False,False,True,0.0667,image_decisive,False
squash__choanephora-fruit-rot__gummy-stem-blight,Squash,Choanephora Fruit Rot,Gummy Stem Blight,48,3.2,True,False,False,True,0.0526,image_decisive,False
watermelon__bacterial-fruit-blotch__pythium-diseases,Watermelon,Bacterial Fruit Blotch,Pythium Diseases,73,3.2,True,False,False,True,0.0417,image_decisive,False
watermelon__bacterial-fruit-blotch__unknown-virus,Watermelon,Bacterial Fruit Blotch,Unknown Virus,126,3.2,True,False,False,True,0.0909,image_decisive,False
watermelon__gummy-stem-blight__unknown-virus,Watermelon,Gummy Stem Blight,Unknown Virus,158,3.2,True,False,False,False,,,False
corn__anthracnose__northern-corn-leaf-blight,Corn,Anthracnose,Northern Corn Leaf Blight,45,3.2,True,False,False,True,0.186,image_decisive,False
corn__common-corn-rust__downy-mildew,Corn,Common Corn Rust,Downy Mildew,26,3.2,True,False,False,False,,,False
corn__corn-smut__downy-mildew,Corn,Corn Smut,Downy Mildew,73,3.2,True,False,False,True,0.0,image_decisive,False
corn__corn-smut__gray-leaf-spot,Corn,Corn Smut,Gray Leaf Spot,81,3.2,True,False,False,True,0.025,image_decisive,False
corn__downy-mildew__goss--bacterial-wilt,Corn,Downy Mildew,Goss' Bacterial Wilt,28,3.2,True,False,False,True,0.0769,image_decisive,False
corn__downy-mildew__northern-corn-leaf-blight,Corn,Downy Mildew,Northern Corn Leaf Blight,45,3.2,True,False,False,True,0.0222,image_decisive,False
corn__downy-mildew__southern-corn-rust,Corn,Downy Mildew,Southern Corn Rust,27,3.2,True,False,False,False,,,False
corn__downy-mildew__white-ear-rot-and-seedling-blight-of-maize,Corn,Downy Mildew,White Ear Rot And Seedling Blight Of Maize,38,3.2,True,False,False,True,0.125,image_decisive,False
corn__goss--bacterial-wilt__gray-leaf-spot,Corn,Goss' Bacterial Wilt,Gray Leaf Spot,36,3.2,True,False,False,True,0.2059,image_ambiguous,False
corn__gray-leaf-spot__northern-corn-leaf-blight,Corn,Gray Leaf Spot,Northern Corn Leaf Blight,53,3.2,True,False,False,True,0.3774,image_ambiguous,False
corn__gray-leaf-spot__white-ear-rot-and-seedling-blight-of-maize,Corn,Gray Leaf Spot,White Ear Rot And Seedling Blight Of Maize,46,3.2,True,False,False,True,0.0833,image_decisive,False
corn__northern-corn-leaf-blight__southern-corn-rust,Corn,Northern Corn Leaf Blight,Southern Corn Rust,48,3.2,True,False,False,False,,,False
grape__downy-mildew__gray-mold,Grape,Downy Mildew,Gray Mold,66,3.2,True,True,True,True,0.0179,image_decisive,False
grape__gray-mold__powdery-mildew,Grape,Gray Mold,Powdery Mildew,79,3.2,True,False,False,True,0.0303,image_decisive,False
potato__bacterial-soft-rot__rhizoctonia-damping-off--blight-and-rot,Potato,Bacterial Soft Rot,"Rhizoctonia Damping-Off, Blight And Rot",46,3.2,True,True,True,True,0.0465,image_decisive,False
potato__late-blight__rhizoctonia-damping-off--blight-and-rot,Potato,Late Blight,"Rhizoctonia Damping-Off, Blight And Rot",91,3.2,True,False,False,True,0.0588,image_decisive,False
alfalfa__downy-mildew__summer-black-stem,Alfalfa,Downy Mildew,Summer Black Stem,29,3.2,True,False,False,True,0.2,image_ambiguous,False
hops__fusarium-wilts--blights--rots-and-damping-off__powdery-mildew,Hops,"Fusarium Wilts, Blights, Rots And Damping-Off",Powdery Mildew,80,3.2,True,False,False,True,0.1379,image_decisive,False
red-pine__diplodia-sapinea-de-not__sirococcus-blight-of-conifers,Red Pine,Diplodia Sapinea De Not.,Sirococcus Blight Of Conifers,40,3.2,True,True,True,True,0.1667,image_decisive,False
tomato__anthracnose__bacterial-canker-and-wilt-of-tomato,Tomato,Anthracnose,Bacterial Canker And Wilt Of Tomato,33,3.1,True,False,False,False,,,False
tomato__bacterial-canker-and-wilt-of-tomato__rhizopus-soft-rots,Tomato,Bacterial Canker And Wilt Of Tomato,Rhizopus Soft Rots,35,3.1,True,False,False,False,,,False
tomato__bacterial-canker-and-wilt-of-tomato__sclerotinia-timber-rot,Tomato,Bacterial Canker And Wilt Of Tomato,Sclerotinia Timber Rot,39,3.1,True,False,False,True,0.1111,image_decisive,False
tomato__bacterial-canker-and-wilt-of-tomato__septoria-leaf-spot,Tomato,Bacterial Canker And Wilt Of Tomato,Septoria Leaf Spot,45,3.1,True,False,False,True,0.2222,image_ambiguous,False
tomato__bacterial-canker-and-wilt-of-tomato__verticillium-wilts,Tomato,Bacterial Canker And Wilt Of Tomato,Verticillium Wilts,33,3.1,True,False,False,True,0.0909,image_decisive,False
tomato__early-blight__verticillium-wilts,Tomato,Early Blight,Verticillium Wilts,61,3.1,True,True,True,True,0.2973,image_ambiguous,False
tomato__gray-mold__phytophthora-blight,Tomato,Gray Mold,Phytophthora Blight,60,3.1,True,True,True,True,0.1111,image_decisive,False
tomato__gray-mold__verticillium-wilts,Tomato,Gray Mold,Verticillium Wilts,35,3.1,True,False,False,True,0.125,image_decisive,False
tomato__late-blight__verticillium-wilts,Tomato,Late Blight,Verticillium Wilts,132,3.1,True,True,True,True,0.1346,image_decisive,False
tomato__phytophthora-blight__sclerotinia-timber-rot,Tomato,Phytophthora Blight,Sclerotinia Timber Rot,57,3.1,True,False,False,True,0.0,image_decisive,False
tomato__phytophthora-blight__tomato-leaf-mould,Tomato,Phytophthora Blight,Tomato Leaf Mould,77,3.1,True,True,True,True,0.0,image_decisive,False
tomato__phytophthora-blight__verticillium-wilts,Tomato,Phytophthora Blight,Verticillium Wilts,51,3.1,True,False,False,True,0.0,image_decisive,False
tomato__sclerotinia-timber-rot__verticillium-wilts,Tomato,Sclerotinia Timber Rot,Verticillium Wilts,32,3.1,True,True,True,True,0.0,image_decisive,False
tomato__southern-blight__verticillium-wilts,Tomato,Southern Blight,Verticillium Wilts,49,3.1,True,True,True,True,0.0,image_decisive,False
pepper__bacterial-spot__tomato-spotted-wilt-virus,Pepper,Bacterial Spot,Tomato Spotted Wilt Virus,91,3.1,True,True,True,True,0.0926,image_decisive,False
soybean__bacterial-blight__bacterial-pustule-of-soybean-disease,Soybean,Bacterial Blight,Bacterial Pustule Of Soybean Disease,39,3.1,True,True,True,True,0.25,image_ambiguous,False
soybean__septoria-leaf-spot__soybean-rust,Soybean,Septoria Leaf Spot,Soybean Rust,44,3.1,True,True,True,True,0.0938,image_decisive,False
melon__alternaria-leaf-blight__fusarium-wilts--blights--rots-and-damping-off,Melon,Alternaria Leaf Blight,"Fusarium Wilts, Blights, Rots And Damping-Off",61,3.1,True,False,False,True,0.0286,image_decisive,False
melon__alternaria-leaf-blight__sour-rot,Melon,Alternaria Leaf Blight,Sour Rot,76,3.1,True,False,False,True,0.0,image_decisive,False
melon__anthracnose__bacterial-fruit-blotch,Melon,Anthracnose,Bacterial Fruit Blotch,44,3.1,True,True,True,False,,,False
melon__anthracnose__cucurbit-downy-mildew,Melon,Anthracnose,Cucurbit Downy Mildew,58,3.1,True,True,True,True,0.2258,image_ambiguous,False
melon__bacterial-fruit-blotch__charcoal-rot,Melon,Bacterial Fruit Blotch,Charcoal Rot,35,3.1,True,False,False,True,0.0,image_decisive,False
melon__bacterial-fruit-blotch__fusarium-wilts--blights--rots-and-damping-off,Melon,Bacterial Fruit Blotch,"Fusarium Wilts, Blights, Rots And Damping-Off",29,3.1,True,False,False,True,0.0,image_decisive,False
melon__bacterial-fruit-blotch__phytophthora-blight,Melon,Bacterial Fruit Blotch,Phytophthora Blight,67,3.1,True,True,True,False,,,False
melon__bacterial-fruit-blotch__sour-rot,Melon,Bacterial Fruit Blotch,Sour Rot,44,3.1,True,False,False,True,0.0606,image_decisive,False
melon__charcoal-rot__gummy-stem-blight,Melon,Charcoal Rot,Gummy Stem Blight,67,3.1,True,True,True,True,0.0435,image_decisive,False
melon__charcoal-rot__phytophthora-blight,Melon,Charcoal Rot,Phytophthora Blight,68,3.1,True,False,False,False,,,False
melon__cucurbit-downy-mildew__fusarium-wilts--blights--rots-and-damping-off,Melon,Cucurbit Downy Mildew,"Fusarium Wilts, Blights, Rots And Damping-Off",43,3.1,True,False,False,True,0.0526,image_decisive,False
melon__cucurbit-downy-mildew__gummy-stem-blight,Melon,Cucurbit Downy Mildew,Gummy Stem Blight,80,3.1,True,True,True,True,0.1579,image_decisive,False
melon__cucurbit-downy-mildew__phytophthora-blight,Melon,Cucurbit Downy Mildew,Phytophthora Blight,81,3.1,True,False,False,True,0.0377,image_decisive,False
melon__gummy-stem-blight__phytophthora-blight,Melon,Gummy Stem Blight,Phytophthora Blight,99,3.1,True,True,True,True,0.0308,image_decisive,False
oak__anthracnose__nectria-canker,Oak,Anthracnose,Nectria Canker,26,3.1,True,False,False,True,0.1818,image_decisive,False
oak__bacterial-leaf-scorch__leaf-spot,Oak,Bacterial Leaf Scorch,Leaf Spot,28,3.1,True,True,True,True,0.0526,image_decisive,False
oak__coryneum-twig-blight__nectria-canker,Oak,Coryneum Twig Blight,Nectria Canker,26,3.1,True,False,False,True,0.0417,image_decisive,False
oak__leaf-spot__nectria-canker,Oak,Leaf Spot,Nectria Canker,27,3.1,True,False,False,True,0.08,image_decisive,False
oak__leaf-spot__oak-leaf-blister,Oak,Leaf Spot,Oak Leaf Blister,27,3.1,True,False,False,True,0.0556,image_decisive,False
oak__nectria-canker__oak-leaf-blister,Oak,Nectria Canker,Oak Leaf Blister,28,3.1,True,False,False,True,0.0526,image_decisive,False
oak__oak-leaf-blister__oak-wilt,Oak,Oak Leaf Blister,Oak Wilt,37,3.1,True,False,False,True,0.0,image_decisive,False
squash__choanephora-fruit-rot__powdery-mildew,Squash,Choanephora Fruit Rot,Powdery Mildew,77,3.1,True,False,False,True,0.0769,image_decisive,False
squash__choanephora-fruit-rot__southern-blight,Squash,Choanephora Fruit Rot,Southern Blight,48,3.1,True,False,False,True,0.0,image_decisive,False
watermelon__anthracnose__unknown-virus,Watermelon,Anthracnose,Unknown Virus,146,3.1,True,False,False,False,,,False
watermelon__cucurbit-downy-mildew__pythium-diseases,Watermelon,Cucurbit Downy Mildew,Pythium Diseases,61,3.1,True,False,False,True,0.0,image_decisive,False
watermelon__phytophthora-blight__unknown-virus,Watermelon,Phytophthora Blight,Unknown Virus,221,3.1,True,False,False,True,0.125,image_decisive,False
lettuce__mirafiori-lettuce-big-vein-virus__sclerotinia-timber-rot,Lettuce,Mirafiori Lettuce Big-Vein Virus,Sclerotinia Timber Rot,157,3.1,True,False,False,True,0.0,image_decisive,False
cabbage__bacterial-soft-rot__black-rot-of-crucifers,Cabbage,Bacterial Soft Rot,Black Rot Of Crucifers,34,3.1,True,True,True,True,0.0588,image_decisive,False
cabbage__black-rot-of-crucifers__downy-mildew,Cabbage,Black Rot Of Crucifers,Downy Mildew,93,3.1,True,False,False,True,0.0165,image_decisive,False
corn__anthracnose__downy-mildew,Corn,Anthracnose,Downy Mildew,24,3.1,True,False,False,True,0.0455,image_decisive,False
corn__anthracnose__fusarium-graminearum-schwabe,Corn,Anthracnose,Fusarium Graminearum Schwabe,25,3.1,True,False,False,False,,,False
corn__anthracnose__gray-leaf-spot,Corn,Anthracnose,Gray Leaf Spot,32,3.1,True,True,True,True,0.2,image_ambiguous,False
corn__common-corn-rust__gray-leaf-spot,Corn,Common Corn Rust,Gray Leaf Spot,34,3.1,True,True,True,False,,,False
corn__downy-mildew__gray-leaf-spot,Corn,Downy Mildew,Gray Leaf Spot,32,3.1,True,False,False,True,0.0312,image_decisive,False
